pseudoprofile_id,edge_type,from_var_id,to_var_id,expected_sign,relation_interpretation,lag_spec,estimated_relevance_0_1,estimated_relevance_tier,notes
pseudoprofile_FTC_ID041,P_to_P,P08,P01,monotonic_positive,hypothesized_direct_causal,0-72h,0.55,high,Consistent settling routines may increase opportunities/adherence for daytime IRT practice (supportive relation).
pseudoprofile_FTC_ID041,P_to_P,P02,P01,unknown,unknown,0-6h,0.45,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P07,P01,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P07,P02,unknown,unknown,0-6h,0.65,high,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P08,P02,monotonic_positive,bidirectional_feedback_possible,0-24h,0.6,high,Bedtime routine adherence and presleep wind-down are mutually reinforcing.
pseudoprofile_FTC_ID041,P_to_P,P04,P02,unknown,unknown,0-6h,0.5,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P05,P03,monotonic_positive,proxy_or_indicator,0-24h,0.6,high,Higher nocturnal arousal (passive) may trigger increased use of paced breathing (reactive relation).
pseudoprofile_FTC_ID041,P_to_P,P02,P03,unknown,unknown,0-6h,0.45,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P08,P03,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P08,P04,monotonic_positive,bidirectional_feedback_possible,0-24h,0.65,high,Better settling routines may co-occur with improved sleep environment practices.
pseudoprofile_FTC_ID041,P_to_P,P02,P04,unknown,unknown,0-6h,0.45,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P05,P04,unknown,unknown,0-6h,0.3,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P03,P05,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.6,high,Use of paced breathing may follow nights with higher physiological arousal; reactive association.
pseudoprofile_FTC_ID041,P_to_P,P02,P05,unknown,unknown,0-6h,0.3,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P04,P05,unknown,unknown,0-6h,0.25,low,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P03,P06,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.15,low,Weak association between breathing practice and clock-checking behavior.
pseudoprofile_FTC_ID041,P_to_P,P08,P06,unknown,unknown,0-6h,0.15,low,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P02,P06,unknown,unknown,0-6h,0.12,low,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P02,P07,monotonic_positive,hypothesized_direct_causal,0-24h,0.65,high,Presleep wind-down routines often include mindfulness elements and may increase mindfulness practice adherence.
pseudoprofile_FTC_ID041,P_to_P,P08,P07,unknown,unknown,0-6h,0.5,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P01,P07,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P02,P08,monotonic_positive,hypothesized_direct_causal,0-24h,0.75,high,Good presleep wind-down supports consistent bedtime/settling routines.
pseudoprofile_FTC_ID041,P_to_P,P04,P08,unknown,unknown,0-6h,0.5,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID041,P_to_P,P07,P08,unknown,unknown,0-6h,0.45,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P04,P01,monotonic_positive,hypothesized_direct_causal,0-6h,0.7,high,Micro-activations help build momentum that supports later activation adherence.
pseudoprofile_FTC_ID002,P_to_P,P02,P01,unknown,unknown,0-6h,0.4,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P05,P01,unknown,unknown,0-6h,0.3,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P01,P02,monotonic_positive,hypothesized_direct_causal,0-24h,0.65,high,Doing activities increases opportunities to notice and savor positive events.
pseudoprofile_FTC_ID002,P_to_P,P03,P02,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.55,high,Self-compassion may make savoring easier by reducing self-criticism.
pseudoprofile_FTC_ID002,P_to_P,P04,P02,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P05,P03,monotonic_positive,temporal_association_noncausal_possible,0-6h,0.5,medium,Mindful check-ins may trigger compassionate self-response.
pseudoprofile_FTC_ID002,P_to_P,P01,P03,unknown,unknown,0-6h,0.3,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P02,P03,unknown,unknown,0-6h,0.3,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P01,P04,monotonic_positive,hypothesized_direct_causal,0-24h,0.5,medium,Doing planned activities can prompt micro-activations later in the day.
pseudoprofile_FTC_ID002,P_to_P,P02,P04,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P07,P04,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P03,P05,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.5,medium,Self-compassion may make brief mindful checks more likely or effective.
pseudoprofile_FTC_ID002,P_to_P,P01,P05,unknown,unknown,0-6h,0.4,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P06,P05,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.4,medium,Social interactions may cue mindful presence practices.
pseudoprofile_FTC_ID002,P_to_P,P05,P06,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.4,medium,Being present may increase social outreach or quality of interactions.
pseudoprofile_FTC_ID002,P_to_P,P01,P06,unknown,unknown,0-6h,0.3,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P02,P06,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.3,medium,Noticing positives may increase desire to share socially.
pseudoprofile_FTC_ID002,P_to_P,P08,P07,monotonic_positive,hypothesized_direct_causal,0-24h,0.45,medium,Morning light exposure improves sleep regularity.
pseudoprofile_FTC_ID002,P_to_P,P04,P07,unknown,unknown,0-6h,0.35,medium,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P01,P07,unknown,unknown,0-6h,0.15,low,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P07,P08,monotonic_positive,temporal_association_noncausal_possible,0-24h,0.45,medium,Sleep patterns and morning routines are related to morning activity/light exposure.
pseudoprofile_FTC_ID002,P_to_P,P01,P08,unknown,unknown,0-6h,0.2,low,Auto-selected top incoming edge from dense grid (deterministic fix).
pseudoprofile_FTC_ID002,P_to_P,P02,P08,unknown,unknown,0-6h,0.15,low,Auto-selected top incoming edge from dense grid (deterministic fix).
