pseudoprofile_id,role,var_id,source_variable_id,label,ontology_path,domain,priority,polarity,measurement_mode,measurement_channel,assessment_type,measurement_item_or_signal,measurement_scale_or_unit,sampling_per_day,recall_window,expected_variability
pseudoprofile_FTC_ID045,criterion,C01,C01,Rate of small work errors,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how often did you make small mistakes (missed details, slips) during tasks?","1–9 Likert (1=not at all, 9=very often)",4,since last prompt,high
pseudoprofile_FTC_ID045,criterion,C02,C02,Catastrophic job-loss expectation (anticipatory fear),,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,"Right now, how strong is the fear that recent mistakes will get you fired?","1–9 Likert (1=none, 9=extremely strong)",4,momentary,high
pseudoprofile_FTC_ID045,criterion,C03,C03,Compensatory overwork (working late),,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you work beyond plan (e.g., stayed late, skipped breaks) to prevent/correct mistakes?","1–9 Likert (1=not at all, 9=a great deal)",4,since last prompt,medium
pseudoprofile_FTC_ID045,criterion,C04,C04,Daytime tiredness/fatigue from extra work,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,How tired/sleepy do you feel right now?,"1–9 Likert (1=not at all, 9=extremely)",4,momentary,high
pseudoprofile_FTC_ID045,criterion,C05,C05,Attention/cognitive performance decline linked to fatigue,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how often did you have attention lapses or slowed thinking during tasks?","1–9 Likert (1=not at all, 9=very often)",4,since last prompt,high
pseudoprofile_FTC_ID045,predictor,P01,,Sleep routines and regularity (prior night),BIO / Sleep_Circadian_and_Restoration / Sleep_Routines_and_Practices,BIO,HIGH,,EMA_self_report,smartphone EMA app,morning_diary,How sufficient and regular was your sleep last night (consider duration and timing)?,"1–9 Likert (1=very poor/irregular, 9=excellent/regular)",1,last night,medium
pseudoprofile_FTC_ID045,predictor,P02,,Microbreaks and energy pacing (planned resets),PSYCHO / Core_Psychological_Skills_Toolkits / Executive_Function_and_Self_Management,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how consistently did you take brief restorative breaks as planned?","1–9 Likert (1=not at all, 9=very consistently)",4,since last prompt,high
pseudoprofile_FTC_ID045,predictor,P03,,Cognitive restructuring of firing-related catastrophizing,PSYCHO / Cognitive_Behavioral_Therapies / Cognitive_Restructuring,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you use a cognitive reframe when fear of being fired arose?","1–9 Likert (1=not at all, 9=extensively)",4,since last prompt,medium
pseudoprofile_FTC_ID045,predictor,P04,,Boundary-setting to cap overtime,SOCIAL / Work_Education_and_Role_Functioning / Work_and_Occupational_Solutions,SOCIAL,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how well did you protect your planned stop time and avoid extra hours?","1–9 Likert (1=not at all, 9=fully protected)",4,since last prompt,medium
pseudoprofile_FTC_ID045,predictor,P05,,Task checklists and single-task context,PSYCHO / Cognitive_Capacity_Enhancement_and_Stimulation / Cognitive_Offloading_and_External_Aids,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you use a checklist or single-task setup for your main task?","1–9 Likert (1=not at all, 9=extensively)",4,since last prompt,high
pseudoprofile_FTC_ID045,predictor,P06,,Reduce threat monitoring and repeated checking,PSYCHO / Cognitive_and_Metacognitive_Interventions / Metacognitive_and_Attention_Based_Interventions,PSYCHO,MED,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you avoid repeated checking or threat scanning beyond one planned review?","1–9 Likert (1=not at all, 9=very much)",4,since last prompt,medium
pseudoprofile_FTC_ID003,criterion,C01,C01,Sudden intense anxiety episodes,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, what was the highest level of sudden anxiety or panic you experienced?","1–9 (1=none, 5=moderate, 9=extreme)",5,since last prompt,high
pseudoprofile_FTC_ID003,criterion,C02,C02,Acute chest tightness during episodes,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how tight did your chest feel at its worst?","1–9 (1=not at all, 9=extremely tight)",5,since last prompt,medium
pseudoprofile_FTC_ID003,criterion,C03,C03,Belief of imminent fainting in public,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how strongly did you believe you might faint if symptoms continued (in public)?","1–9 (1=not at all, 9=certain)",5,since last prompt,high
pseudoprofile_FTC_ID003,criterion,C04,C04,Social-evaluative embarrassment concern,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how embarrassed or worried about others’ judgment did you feel when symptoms showed up?","1–9 (1=not at all, 9=extremely)",5,since last prompt,medium
pseudoprofile_FTC_ID003,criterion,C05,C05,Immediate safety-checking behavior (pulse checking),,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you check your pulse or other bodily signs?","1–9 (1=not at all, 9=very often/compulsively)",5,since last prompt,high
pseudoprofile_FTC_ID003,predictor,P01,,Slow breathing/arousal regulation use,PSYCHO / Core_Psychological_Skills_Toolkits / Stress_Resilience_and_Downregulation,BIOxPSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you use slow breathing (longer exhales) to calm your body?","1–9 (1=not at all, 9=a lot)",5,since last prompt,high
pseudoprofile_FTC_ID003,predictor,P02,,Attentional grounding (external focus),PSYCHO / Cognitive_Behavioral_Therapies / Cognitive_Bias_and_Attention_Modification,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you deliberately focus outward on sights/sounds/people (grounding) when anxious?","1–9 (1=not at all, 9=very much)",5,since last prompt,high
pseudoprofile_FTC_ID003,predictor,P03,,Cognitive reappraisal use (sensations are safe/temporary),PSYCHO / Cognitive_Behavioral_Therapies / Cognitive_Restructuring,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much did you remind yourself that these sensations are intense but safe and temporary?","1–9 (1=not at all, 9=a lot)",5,since last prompt,high
pseudoprofile_FTC_ID003,predictor,P04,,Urge tolerance/response prevention (stay vs. escape/check),PSYCHO / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, when you felt urges to escape or check your pulse, how much did you stay and ride it out?","1–9 (1=not at all, 9=a lot)",5,since last prompt,high
pseudoprofile_FTC_ID003,predictor,P05,,Time in public/social places (exposure dose),PSYCHO / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning,PSYCHOxSOCIAL,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much time did you spend in public or social places?","1–9 (1=none, 9=a lot)",5,since last prompt,high
pseudoprofile_FTC_ID003,predictor,P06,,Sleep quality (last night),Sleep_Circadian_and_Restoration / Sleep_Routines_and_Practices,BIO,MED,,EMA_self_report,smartphone EMA app,morning_diary,This morning: How restorative was your sleep last night?,"1–9 (1=very poor, 9=very restorative)",1,last night,medium
pseudoprofile_FTC_ID003,predictor,P07,,Caffeine intake (since last prompt),Nutrition_Hydration_and_Metabolic_Health / Caffeine_and_Stimulant_Intake_Modulation,BIO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how much caffeine did you consume (coffee, tea, energy drinks)?","1–9 (1=none, 9=a lot)",5,since last prompt,high
